post_id,created_at,author_handle,author_followers,text,media_type,like_count,repost_count,reply_count,quote_count,bookmark_count,impression_count,lang,in_reply_to_id
x801241740229922040,2026-08-24T23:24:19Z,nadia42307,1865,found this 12-rupee plate near the station and i'm never recovering #LateNightEats,video,106,5,4,4,15,1137,ur,
x826726820328382999,2026-08-24T23:58:05Z,bina50207,195,clip of that moment is everywhere now #WatchParty,video,1,0,0,0,0,68,hi,x544923182911762226
x918720825399347394,2026-08-25T22:54:38Z,tara77207,3340,watch party er environment ta osadharon chilo #WatchParty,video,59,8,4,4,3,2046,en,x347867783826217169
x494935637923714990,2026-08-24T16:33:34Z,rahul146official,2554,NOBODY saw that result coming #MatchNight,video,10,1,1,0,0,288,en,x100178244913761106
x440597331324854280,25/08/2026 13:47,vikram85807,1770,underdogs really did that tonight #UnderdogWin,none,24,1,1,1,1,919,bn,
x422502389444004252,2026-08-25T08:34:25Z,farhan478756,5117,everyone using this audio as a template #SingalongChallenge,none,104,27,19,7,8,2486,en,
x162260263556512487,2026-08-25T21:39:57Z,kabir778x,2994,this haul format is everywhere on my feed now #CampusHaul,photo,83,23,6,0,6,1225,hi,x212825365891790467
x844240475304152999,2026-08-25T21:08:43Z,dipu520official,299,watch party er environment ta osadharon chilo #SingalongChallenge,video,2,0,0,0,0,239,en,
x903455305810668821,2026-08-25T09:14:48Z,omar652,225,"bhai ye wala stall best hai, 103 me itna khana #StreetFoodFinds",photo,1,0,0,0,0,78,bn,
x198085992491763550,2026-08-25T11:22:17Z,tanvir158454,4032,clip of that moment is everywhere now #SingalongChallenge,none,237,33,23,13,14,3597,bn,
x922479451109233272,2026-08-25T17:12:05Z,rizwan104107,572,last over replay pe replay dekh raha hu #UnderdogWin,video,22,1,0,1,1,482,en,x170223107818726795
x816988178981079946,2026-08-25T14:57:15Z,refundhelp1,15,refund not credited yet. @helpdeskx6official fastest support #RefundDelay,none,0,0,0,0,0,21,hi,x492018810535160222
x528433294365229090,2026-08-25T12:11:21Z,imran304x,289,clip of that moment is everywhere now #SingalongChallenge,photo,10,1,1,0,1,147,hi,
x463709740538567552,2026-08-25T09:48:04Z,aisha441_,195,everyone using this audio as a template #SingalongChallenge,none,1,0,0,0,0,25,hi,
x344842294779681596,2026-08-25T16:59:08Z,hasan965x,1492,"bhai ye wala stall best hai, 18 me itna khana #LateNightEats",photo,19,3,2,0,0,1385,en,
x277194443896703830,2026-08-25T21:27:10Z,omar173677,510,last over replay pe replay dekh raha hu #UnderdogWin,video,1,0,0,0,0,46,en,
x847415794349247368,2026-08-25T20:23:51Z,nadia384_in,2162,biggest upset of the season easily #MatchNight,none,61,12,1,4,2,569,ur,
x100384205815997198,2026-08-25T15:16:35Z,shreya195official,1478,clip of that moment is everywhere now #SingalongChallenge,photo,3,0,0,0,0,169,en,
x219996143491810769,2026-08-25T12:22:39Z,vikram24_in,720,ei match ta bhulte parbo na #MatchNight,photo,6,0,1,0,0,102,en,
x395662070159773285,2026-08-24T18:57:06Z,priya316_,96,"late night eats thread, adding this one to the list #StreetFoodFinds",photo,1,0,0,0,0,36,en,
x767724101538873635,2026-08-25T20:27:45Z,meera327792,191,"the whole crowd singing along, chills #WatchParty",video,2,0,0,0,0,36,en,
x696927677381318358,2026-08-25T14:07:55Z,farhan760official,457,watch party er environment ta osadharon chilo #WatchParty,none,1,0,0,0,0,87,hi,
x258355730050438192,2026-08-25T19:44:40Z,tara496,1102,biggest upset of the season easily #MatchNight,video,24,6,4,1,1,508,bn,
x116801229662110273,2026-08-25T19:46:22Z,omar210_in,593,"the whole crowd singing along, chills #SingalongChallenge",video,19,6,2,1,2,330,en,
x406980753486863070,2026-08-25T21:26:52Z,rahul13107,1474,this haul format is everywhere on my feed now #CampusHaul,photo,10,1,1,0,0,410,en,
x334498930931263964,2026-08-25T16:25:01Z,tanvir683,216,"late night eats thread, adding this one to the list #StreetFoodFinds",photo,2,0,0,0,0,155,en,x901572742005010520
x615104981171387636,2026-08-25T20:41:29Z,zoya832_in,1483,third time this week honestly #ServerOutage,video,81,26,15,4,2,,bn,
x582279871939543745,2026-08-25T15:49:39Z,rizwan10407,231,"bhai ye wala stall best hai, 12 me itna khana #StreetFoodFinds",none,4,0,0,0,0,82,bn,
x212659388251240997,2026-08-25T21:18:50Z,shreya1137,2034,queue was 40 min long and honestly worth it #LateNightEats,video,20,3,2,0,1,1155,en,
x448857472625963853,2026-08-25T22:33:25Z,tanvir187x,1316,"genuinely good thread on repairability scores, worth a read #RepairNotReplace",none,7,2,1,0,0,448,bn,
x833237959952077815,2026-08-25T19:08:37Z,tara972official,44,everyone using this audio as a template #SingalongChallenge,none,0,0,0,0,0,25,bn,
x653164681646565735,2026-08-25T14:31:07Z,neel949342,314,clip of that moment is everywhere now #WatchParty,video,4,1,0,0,0,52,en,
x944961665019234497,2026-08-25T21:16:03Z,dipu72707,617,clip of that moment is everywhere now #WatchParty,video,13,3,2,0,0,341,en,
x159485527871917144,2026-08-24T17:06:03Z,aisha20607,161,"ei jaygar khabar ta darun, must try #StreetFoodFinds",photo,0,0,0,0,0,34,bn,
x597334242811100130,2026-08-24T22:56:40Z,meera74_,2554,"bhai ye wala stall best hai, 42 me itna khana #StreetFoodFinds",photo,83,22,2,1,9,1402,en,
x849342602350416331,2026-08-25T18:46:32Z,jay1081_in,441,ei match ta bhulte parbo na #MatchNight,video,5,0,0,0,0,177,en,
x554401041093631481,2026-08-25T10:19:13Z,omar363official,641,underdogs really did that tonight #UnderdogWin,video,14,1,0,0,0,548,en,
x412385996434273147,2026-08-25T08:31:00Z,priya203,1643,queue was 40 min long and honestly worth it #LateNightEats,photo,4,1,0,0,0,155,hi,x497551207946304027
x212900254202295551,2026-08-25T18:05:23Z,arjun278x,802,why is replacing the battery cheaper than the whole phone now #RepairNotReplace,photo,8,1,0,0,0,218,hi,
x565650847357312249,2026-08-24T11:12:19Z,shreya27507,1461,last over replay pe replay dekh raha hu #UnderdogWin,video,15,3,1,0,0,686,hi,
x727137836293089465,2026-08-25T16:47:49Z,rizwan62_in,696,"delivery took 3 days longer than promised, finally here #DeliveryStatus",photo,16,4,1,0,0,446,en,
x892246444250929804,2026-08-25T21:25:13Z,meera27907,560,hostel room setup part 2 #CampusHaul,video,6,1,0,0,0,326,en,
x135164295974991136,2026-08-25T20:51:16Z,sunny1051official,9961,third time this week honestly #ServerOutage,photo,453,74,60,11,50,8927,bn,
x203364499267372756,2026-08-25T18:06:45Z,imran8707,361,everyone using this audio as a template #SingalongChallenge,video,13,1,2,0,0,225,hi,
x737253502415347625,2026-08-25T10:13:25Z,omar132_in,699,last over replay pe replay dekh raha hu #MatchNight,video,3,0,0,0,0,102,bn,
x868148936454340332,2026-08-25T08:02:11Z,meera301_in,1140,everyone using this audio as a template #WatchParty,video,24,4,0,1,0,935,hi,
x909406775508579352,2026-08-25T11:51:07Z,helpdeskx6official,111,refund not credited yet. @fastsupport507 fastest support #OrderIssue,photo,0,0,0,0,0,67,en,
x519443756387923178,2026-08-25T10:33:25Z,kabir428,338,"the whole crowd singing along, chills #SingalongChallenge",video,4,1,0,0,0,139,en,x606897566184178592
x201682417250186567,2026-08-25T13:40:27Z,rahul146official,2554,"ei jaygar khabar ta darun, must try #StreetFoodFinds",photo,73,22,11,0,7,1112,en,
x638294738643170223,2026-08-25T09:08:17Z,aisha226_,192,queue was 40 min long and honestly worth it #StreetFoodFinds,photo,0,0,0,0,0,23,bn,x414461288081925723
x893552648865385213,2026-08-24T07:09:39Z,tanvir40,683,"late night eats thread, adding this one to the list #StreetFoodFinds",none,4,0,0,0,0,331,hi,
x338409557747672642,2026-08-25T08:09:05Z,meera793official,103,last over replay pe replay dekh raha hu #UnderdogWin,photo,2,0,0,0,0,41,hi,
x200158475598881792,2026-08-25T21:35:07Z,claimnow8,109,"order issue solved in 10 min, DM @fastsupport0_in #OrderIssue",photo,0,0,0,0,0,57,ur,
x824283242681067619,2026-08-25T11:32:02Z,sunny838official,348,clip of that moment is everywhere now #WatchParty,video,18,4,0,0,1,253,en,
x861962687100356835,2026-08-25T20:56:15Z,bina461_in,173,queue was 40 min long and honestly worth it #StreetFoodFinds,photo,1,0,0,0,0,43,en,
x584834346183385726,2026-08-24T04:49:05Z,aisha11_in,907,NOBODY saw that result coming #MatchNight,video,4,1,0,0,0,391,en,
x129451048254996301,2026-08-25T09:16:45Z,priya617536,1124,everyone using this audio as a template #SingalongChallenge,video,3,0,0,0,0,130,en,x332033407487459152
x830446399646558865,2026-08-25T11:31:56Z,rahul904x,1409,clip of that moment is everywhere now #WatchParty,video,52,13,4,4,0,550,en,
x858188427428887503,2026-08-24T22:47:39Z,jay259_in,565,queue was 40 min long and honestly worth it #StreetFoodFinds,photo,18,1,1,0,0,388,en,
x877878938952823711,2026-08-25T13:02:01Z,sana568x,1922,third time this week honestly #ServerOutage,gif,57,12,6,4,3,1247,hi,x294115754193652703
x176512914794462217,2026-08-25T18:50:22Z,meera49939,174,third time this week honestly #ServerOutage,photo,3,0,0,0,0,128,en,
x566150121982112401,2026-08-24T17:01:55Z,aisha416,11130,"took it to a local shop, fixed for 3400. brand quoted 5x that #RightToRepair",photo,61,7,6,2,2,5653,hi,
x896406817198600263,2026-08-25T00:18:57Z,helpdeskx6official,111,refund not credited yet. @fastsupport0_in fastest support #OrderIssue,photo,0,0,0,0,0,43,en,x805796591316268266
x917527542093514554,2026-08-25T10:24:59Z,rahul105x,293,why is replacing the battery cheaper than the whole phone now #RightToRepair,none,8,2,1,0,0,206,hi,
x686293036115063258,2026-08-25T13:27:31Z,nadia409_in,67,queue was 40 min long and honestly worth it #LateNightEats,none,1,0,0,0,0,28,hi,
x552755320653795960,2026-08-25T20:50:31Z,sunny471_,262,everyone using this audio as a template #SingalongChallenge,video,2,0,0,0,0,38,en,x461974303552542114
x973336102196446898,2026-08-25T10:08:41Z,priya117official,224,ei match ta bhulte parbo na #MatchNight,video,2,0,0,0,0,255,en,x638933506454376755
x472269051517791136,2026-08-24T15:37:03Z,shreya9407,598,"the whole crowd singing along, chills #SingalongChallenge",photo,6,0,0,0,0,119,hi,
x440171746656878950,2026-08-25T12:58:49Z,kabir796official,148,"repair karana sasta hai, log samajhte nahi #RightToRepair",none,0,0,0,0,0,91,hi,
x410089285166716187,2026-08-25T15:22:30Z,arjun100x,424,watch party er environment ta osadharon chilo #SingalongChallenge,video,,3,0,0,0,,hi,
x975272023574529570,2026-08-25T18:24:14Z,tanvir811x,498,"took it to a local shop, fixed for 5800. brand quoted 5x that #RepairNotReplace",video,4,0,0,0,0,411,hi,
x892931660279833836,2026-08-25T21:41:24Z,aisha11_in,907,everyone using this audio as a template #WatchParty,photo,25,6,3,0,1,671,en,
x671107736242275933,2026-08-25T10:07:52Z,omar696210,1806,"the whole crowd singing along, chills #SingalongChallenge",video,4,1,0,0,0,505,bn,
x424250348192139540,2026-08-25T22:03:42Z,helpdeskx2official,4,refund not credited yet. @claimnow8 fastest support #RefundDelay,none,0,0,0,0,0,29,en,
x884457882935658021,2026-08-25T17:46:39Z,jay747x,1355,"ei jaygar khabar ta darun, must try #LateNightEats",none,28,1,3,0,2,705,en,
x788559970052991594,2026-08-25T09:49:17Z,tanvir246official,587,last over replay pe replay dekh raha hu #MatchNight,video,8,1,0,0,1,163,en,
x416319215949306453,2026-08-25T21:38:28Z,kabir312official,383,hostel room setup part 2 #CampusHaul,photo,17,2,1,0,0,213,hi,
x314527766726195808,2026-08-24T23:06:23Z,tanvir277867,29,found this 34-rupee plate near the station and i'm never recovering #LateNightEats,photo,0,0,0,0,0,35,en,
x894648461290778104,2026-08-24T21:53:19Z,rizwan562,1252,"genuinely good thread on repairability scores, worth a read #RepairNotReplace",none,20,4,1,0,2,499,ur,
x687334947238183003,2026-08-25T10:55:56Z,helpdeskx7x,14,refund pending since 48 hours. contact @fastsupport0_in for fast resolution #OrderIssue,none,0,0,0,0,0,33,hi,x935545518377224587
x424746061432854362,2026-08-25T10:51:01Z,sunny147,504,underdogs really did that tonight #MatchNight,video,16,5,0,1,0,242,en,x111171420495598656
x293324625342546985,2026-08-25T14:52:11Z,tanvir579854,392,third time this week honestly #AppDown,none,13,1,0,0,1,306,hi,
x793137445032167853,2026-08-25T17:24:11Z,imran1021x,115,"ei jaygar khabar ta darun, must try #LateNightEats",none,1,0,0,0,0,85,en,
x283009952627630820,2026-08-25T20:11:05Z,rizwan345_,126,this haul format is everywhere on my feed now #BackToCampus,none,2,0,0,0,0,97,hi,
x610134287027511116,2026-08-25T18:33:15Z,rahul904x,1409,"bhai ye wala stall best hai, 27 me itna khana #LateNightEats",photo,16,3,0,0,0,244,bn,
x153297903075007260,2026-08-25T20:02:11Z,farhan478756,5117,"the whole crowd singing along, chills #SingalongChallenge",photo,146,34,15,7,4,3513,en,
x324019010657239615,2026-08-25T19:09:44Z,kabir134_,2531,last over replay pe replay dekh raha hu #UnderdogWin,video,38,2,2,1,1,1531,en,
x525953222989370825,2026-08-25T14:22:34Z,nadia757751,391,"genuinely good thread on repairability scores, worth a read #RepairNotReplace",none,3,0,0,0,0,66,en,x443995957556624316
x479999399819350291,2026-08-25T13:12:38Z,dipu102x,726,NOBODY saw that result coming #MatchNight,photo,17,1,2,1,1,349,ur,
x517928853805002361,2026-08-25T18:46:50Z,meera575official,108,"college list banaya hai, kuch reh gaya? #BackToCampus",none,2,0,0,0,0,43,hi,
x225550068418012160,2026-08-24T20:49:00Z,anaya54_in,484,last over replay pe replay dekh raha hu #MatchNight,video,3,0,0,0,0,210,en,
x521214067874103265,2026-08-25T22:47:47Z,tanvir72807,75,queue was 40 min long and honestly worth it #StreetFoodFinds,photo,0,0,0,0,0,55,hi,
x170771560472380982,2026-08-25T22:47:23Z,rahul705_in,335,found this 12-rupee plate near the station and i'm never recovering #StreetFoodFinds,photo,3,0,0,0,0,229,en,
x914230663957428435,2026-08-25T22:22:14Z,kabir134_,2531,"repair karana sasta hai, log samajhte nahi #RepairNotReplace",photo,51,17,2,3,5,1307,bn,x337124626899186889
x309456572122069017,2026-08-25T15:05:20Z,aisha13x,206,ei match ta bhulte parbo na #MatchNight,photo,4,0,0,0,0,126,en,
x481918985574987324,2026-08-25T23:28:10Z,tanvir1086official,2224,everyone using this audio as a template #WatchParty,video,71,8,6,4,5,883,en,
x676527967203894899,2026-08-25T17:04:33Z,fastsupport4_in,7,order stuck? DM @helpdeskx7x solution guaranteed #RefundDelay,none,0,0,0,0,0,,ur,x367492887358801518
x171347329002837254,2026-08-24T17:05:58Z,bina159_in,278,underdogs really did that tonight #MatchNight,photo,6,0,0,0,0,102,en,
x594920610246287979,2026-08-25T23:54:00Z,meera296,771,"college list banaya hai, kuch reh gaya? #BackToCampus",photo,6,0,0,0,0,178,en,
x742579527015765013,2026-08-25T08:12:15Z,anaya17507,148,"late night eats thread, adding this one to the list #LateNightEats",photo,2,0,0,0,0,84,en,
x813302106985093199,2026-08-25T12:53:21Z,bina89507,456,"the whole crowd singing along, chills #WatchParty",photo,1,0,0,0,0,157,en,
x437492320824047713,2026-08-25T21:23:48Z,priya34207,5682,"repair karana sasta hai, log samajhte nahi #RepairNotReplace",photo,38,11,6,1,0,538,hi,
x495119164248089060,2026-08-25T12:14:38Z,neel126official,52,"bhai ye wala stall best hai, 42 me itna khana #LateNightEats",none,0,0,0,0,0,35,ur,
x444769459755203031,2026-08-24T16:02:52Z,helpdeskx2official,4,refund not credited yet. @fastsupport4_in fastest support #RefundDelay,none,0,0,0,0,0,30,en,
x275526118283107008,2026-08-25T18:21:54Z,arjun623_,1487,"the whole crowd singing along, chills #WatchParty",video,11,0,1,0,0,1082,hi,
x897544605476022327,2026-08-25T10:45:39Z,refundhelp307,56,refund not credited yet. @fastsupport507 fastest support #RefundDelay,none,0,0,0,0,0,41,en,x611033421848443729
x344843819006246439,2026-08-24T21:30:35Z,aisha44507,245,hostel room setup part 2 #CampusHaul,photo,1,0,0,0,0,44,en,
x336762015990825913,2026-08-25T19:37:49Z,vikram884731,1021,clip of that moment is everywhere now #SingalongChallenge,photo,5,1,0,0,0,255,en,
x313595054261309878,2026-08-25T18:14:43Z,helpdeskx7x,14,"order issue solved in 10 min, DM @helpdeskx6official #RefundDelay",none,0,0,0,0,0,28,en,
x615104981171387636,2026-08-25T20:41:29Z,zoya832_in,1483,third time this week honestly #ServerOutage,video,81,26,15,4,2,1424,bn,
x929414740074088236,2026-08-25T20:37:46Z,dipu975_in,1812,"took it to a local shop, fixed for 1200. brand quoted 5x that #RightToRepair",none,74,15,11,1,10,1696,ur,
x630169245789172636,2026-08-25T18:23:06Z,tanvir35_in,237,everyone using this audio as a template #SingalongChallenge,video,6,1,0,0,0,96,hi,
x729618804953620148,2026-08-25T13:48:35Z,priya45107,1204,ei match ta bhulte parbo na #UnderdogWin,video,10,1,0,0,0,296,bn,
x490372879161217125,2026-08-25T14:15:46Z,dipu35407,770,clip of that moment is everywhere now #SingalongChallenge,photo,23,1,2,0,0,652,bn,
x952333109974499780,2026-08-24T06:07:14Z,farhan96531,136,"ok it's a regional thing, not a full outage #ServerOutage",none,0,0,0,0,0,30,en,x536302319132885439
x562044861991741899,2026-08-25T22:07:50Z,aisha44507,245,found this 27-rupee plate near the station and i'm never recovering #StreetFoodFinds,none,3,0,0,0,0,47,hi,x561255564974690596
x426762113419176777,2026-08-25T23:04:35Z,bina1197official,509,NOBODY saw that result coming #UnderdogWin,photo,6,0,0,0,0,195,en,
x758102467507864558,2026-08-25T14:43:34Z,hasan618official,1318,underdogs really did that tonight #UnderdogWin,none,23,2,1,0,1,619,en,
x197832086460841785,2026-08-25T15:33:08Z,priya799_in,61,clip of that moment is everywhere now #WatchParty,video,2,0,0,0,0,27,ur,
x128371409386032082,2026-08-25T17:10:57Z,meera585607,141,ei match ta bhulte parbo na #MatchNight,video,3,0,0,0,0,91,hi,
x968371810244430042,2026-08-25T22:26:59Z,jay259_in,565,clip of that moment is everywhere now #WatchParty,none,4,0,0,0,0,172,hi,
x475530874432534801,2026-08-25T23:13:21Z,rahul67207,1011,"bhai ye wala stall best hai, 58 me itna khana #LateNightEats",photo,27,5,4,0,2,357,en,x253043688947338462
x998336645216048460,2026-08-24T14:39:42Z,dipu72official,353,"friday faves, 27 things i actually used this week #FridayFaves",gif,2,0,0,0,0,182,hi,
x691566818976943510,2026-08-25T18:44:51Z,omar1025official,197,"parts pairing is the real problem, not the screws #RightToRepair",none,8,0,1,0,0,153,en,
x739397664369044924,2026-08-25T11:03:07Z,neel619_in,4254,still stuck on the loading screen #ServerOutage,none,102,11,14,7,3,2905,en,
x830812514262494453,2026-08-25T14:44:38Z,farhan950_in,368,watch party er environment ta osadharon chilo #WatchParty,photo,4,1,0,0,0,129,en,
x214993540941092660,2026-08-25T20:37:25Z,helpdeskx2official,4,"order issue solved in 10 min, DM @refundhelp307 #RefundDelay",none,0,0,0,0,0,32,en,x150513971185399411
x852130376329408724,2026-08-25T20:27:03Z,vikram608,45,last over replay pe replay dekh raha hu #UnderdogWin,video,0,0,0,0,0,42,en,x347168031141053255
